Emission Date,Refining of mineral oil,Metal ore roasting or sintering,Production or processing of ferrous metals,Production of Pig iron or steel,Production or processing of non-ferrous metals,Primary aluminum production,Secondary aluminum production,Production of cement clinker,Production of lime or calcination of dolomite/magnesite,Manufacture of glass,Ceramic production,Mineral wool manufacturing,Production or processing of gypsum or plasterboard,Production of pulp,Paper or cardboard,Production of Carbon black,Production of coke oven,Production of Nitric acid,Production of Adipic acid,Production of Bulk chemicals,Production of Soda ash and sodium bicarbonate,Production of Hydrogen and synthesis gas
2022-04-18,306511,6580,19440,295745,17086,13089,2988,298872,72778,48608,37094,4994,2728,13048,54200,4699,15446,8915,306,86235,12104,17598
2022-04-19,369623,7898,23325,356285,20567,15751,3612,359492,87486,58657,44964,6040,3291,15694,65182,5638,18636,10706,367,103588,14533,21130
2022-04-20,363559,7658,22597,349397,20122,15397,3576,350897,85237,57814,44907,5992,3239,15318,63589,5462,18360,10399,356,100704,14109,20517
2022-04-21,320081,6322,18576,303631,17302,13190,3238,298632,71935,51357,42135,5470,2861,13033,53984,4489,16277,8655,295,84139,11715,17043
2022-04-22,315639,6059,17766,297751,16889,12854,3231,290179,69637,50836,42637,5476,2826,12662,52399,4294,16099,8325,283,81080,11257,16379
2022-04-23,316244,6138,18012,298961,16988,12938,3222,292389,70269,50860,42302,5455,2829,12759,52820,4353,16111,8422,287,81961,11392,16574
2022-04-24,273032,5386,15823,258932,14752,11245,2764,254561,61309,43816,35986,4669,2441,11109,46015,3824,13887,7374,251,71695,9981,14520
2022-04-25,266129,5413,15935,253932,14539,11103,2659,252126,60966,42531,34067,4476,2375,11004,45629,3851,13492,7382,252,71638,10003,14549
2022-04-26,314101,6231,18314,298216,17006,12968,3172,293721,70793,50368,41180,5355,2807,12819,53106,4426,15966,8526,291,82860,11542,16790
2022-04-27,312246,6103,17917,295584,16815,12811,3173,289732,69694,50171,41505,5366,2793,12644,52354,4330,15896,8366,285,81381,11320,16468
2022-04-28,307558,5970,17521,290761,16522,12583,3134,284385,68347,49462,41133,5305,2752,12410,51375,4234,15669,8192,279,79722,11081,16122
2022-04-29,314308,6188,18176,297960,16970,12935,3184,292744,70486,50453,41502,5381,2810,12776,52913,4393,15989,8474,289,82401,11470,16686
2022-04-30,318817,6454,18993,303913,17387,13274,3192,301284,72807,50985,41002,5376,2846,13150,54515,4591,16171,8807,301,85489,11932,17355
2022-05-01,271445,5665,16701,261189,14982,11476,2697,259300,62878,43137,34129,4520,2426,11401,47306,4037,13767,7705,264,74674,10449,15196
2022-05-02,276619,5770,17011,266142,15265,11692,2749,264177,64057,43963,34797,4607,2472,11615,48195,4112,14030,7849,269,76068,10644,15479
2022-05-03,314789,6361,18713,300918,17170,13127,3172,295626,71387,50251,40869,5338,2818,12996,53867,4523,16021,8687,297,84352,11767,17115
2022-05-04,323767,6295,18472,307160,17417,13286,3315,298046,71609,51951,43563,5605,2904,13100,54228,4464,16544,8640,294,84100,11687,17004
2022-05-05,330017,6473,19004,313620,17808,13592,3367,305163,73403,52893,44057,5687,2959,13414,55541,4593,16849,8874,302,86326,12007,17468
2022-05-06,368682,7786,22971,355619,20439,15666,3643,354410,86074,58491,45790,6096,3293,15583,64687,5552,18674,10574,362,102407,14346,20861
2022-05-07,346275,7157,21088,332534,19044,14579,3455,329091,79702,55104,43967,5798,3096,14468,60016,5097,17581,9747,333,94512,13213,19216
2022-05-08,286941,5815,17109,274453,15667,11980,2888,269872,65192,45788,37152,4858,2568,11864,49179,4135,14599,7938,271,77066,10753,15641
2022-05-09,273000,5455,16036,260389,14830,11331,2764,254887,61459,43646,35824,4658,2445,11205,46424,3876,13911,7461,255,72494,10101,14694
2022-05-10,313691,6300,18528,299505,17072,13048,3169,293661,70856,50117,40964,5337,2809,12909,53496,4478,15975,8611,294,83645,11661,16962
2022-05-11,333139,6800,20018,319105,18237,13951,3342,314517,76048,53107,42830,5617,2981,13827,57331,4838,16937,9274,317,90002,12567,18278
2022-05-12,327144,6674,19645,313326,17905,13697,3283,308762,74651,52155,42084,5518,2927,13574,56281,4748,16633,9103,311,88341,12334,17940
2022-05-13,286770,5798,17057,274164,15644,11961,2889,269389,65055,45775,37213,4861,2567,11843,49087,4123,14594,7917,270,76878,10725,15599
2022-05-14,299797,6098,17948,286968,16391,12537,3012,282525,68282,47814,38675,5065,2683,12420,51493,4338,15247,8321,284,80767,11274,16398
2022-05-15,281454,5788,17047,270005,15450,11824,2814,266765,64565,44821,35920,4726,2517,11728,48641,4120,14298,7887,270,76501,10690,15547
2022-05-16,276982,5701,16791,265760,15209,11640,2769,262644,63574,44104,35320,4649,2477,11547,47891,4058,14069,7767,266,75337,10528,15311
2022-05-17,322555,6543,19252,308576,17617,13472,3245,303520,73329,51464,41725,5458,2887,13343,55313,4653,16410,8931,305,86699,12099,17597
2022-05-18,329464,6701,19724,315364,18013,13777,3310,310480,75038,52546,42502,5566,2948,13649,56588,4767,16756,9144,312,88759,12389,18020
2022-05-19,343170,7139,21043,329988,18918,14488,3414,327258,79325,54561,43289,5724,3068,14388,59697,5086,17411,9714,332,94159,13172,19155
2022-05-20,332293,6796,20010,318424,18204,13928,3331,314049,75955,52957,42638,5597,2973,13807,57250,4836,16890,9267,317,89920,12558,18265
2022-05-21,311761,6100,17906,296132,16808,12827,3184,287922,69234,49983,41711,5379,2795,12656,52398,4328,15920,8365,285,81392,11318,16466
2022-05-22,283508,5563,16333,269445,15301,11678,2892,262215,63076,45437,37833,4884,2542,11526,47725,3947,14473,7626,260,74186,10319,15012
2022-05-23,266179,5387,15849,254526,14526,11107,2680,250170,60422,42483,34509,4510,2383,10998,45587,3831,13545,7355,251,71413,9963,14492
2022-05-24,287796,5630,16527,273360,15515,11840,2939,265769,63905,46142,38510,4966,2581,11682,48366,3994,14697,7721,263,75126,10446,15198
2022-05-25,319516,6277,18432,303741,17252,13168,3258,295710,71144,51199,42590,5501,2864,12998,53824,4455,16310,8604,293,83693,11643,16938
2022-05-26,320546,6275,18422,304510,17285,13191,3273,296121,71210,51388,42865,5529,2874,13016,53892,4452,16368,8605,293,83723,11643,16938
2022-05-27,335205,6776,19936,320462,18286,13981,3377,314868,76037,53507,43503,5683,3001,13842,57374,4818,17059,9254,316,89853,12535,18232
2022-05-28,325595,6643,19555,311850,17821,13633,3267,307319,74303,51907,41880,5492,2913,13511,56018,4726,16554,9061,310,87931,12277,17857
2022-05-29,274740,5633,16589,263407,15065,11528,2751,260000,62903,43770,35165,4621,2458,11431,47402,4009,13961,7679,263,74498,10407,15136
2022-05-30,268755,5581,16448,258336,14806,11338,2676,256051,62050,42740,33964,4488,2403,11257,46704,3976,13638,7596,260,73633,10299,14977
2022-05-31,340046,7256,21424,328713,18925,14515,3344,328721,79943,53867,41766,5588,3036,14454,60022,5179,17203,9843,337,95266,13359,19424
2022-06-01,317178,6483,19083,304745,17411,13317,3196,302091,73024,50618,41004,5373,2848,13196,54710,4612,16177,8845,302,85843,11984,17430
2022-06-02,305768,6244,18379,293729,16779,12833,3082,291086,70355,48803,39563,5182,2746,12715,52715,4442,15596,8520,291,82695,11543,16790
2022-06-03,299482,6081,17892,287361,16400,12539,3026,284249,68652,47838,38965,5092,2690,12416,51466,4324,15285,8303,284,80620,11248,16360
2022-06-04,318016,6613,19488,306622,17568,13451,3180,305659,74053,50630,40412,5335,2853,13353,55392,4710,16189,9003,308,87287,12206,17751
2022-06-05,276264,5788,17065,266775,15304,11722,2753,266587,64649,43936,34840,4615,2478,11646,48326,4125,14052,7872,269,76292,10676,15525
2022-06-06,272175,5829,17210,264026,15202,11659,2686,265742,64628,43150,33541,4488,2438,11610,48213,4160,13810,7907,271,76525,10731,15603
2022-06-07,356095,7673,22663,345876,19935,15294,3504,348823,84900,56404,43594,5850,3189,15240,63300,5478,18056,10400,357,100623,14118,20527
2022-06-08,360598,7696,22718,349549,20115,15423,3564,351422,85427,57197,44603,5958,3231,15353,63749,5491,18304,10444,358,101099,14172,20607
2022-06-09,376741,8205,24250,366753,21176,16257,3688,371177,90465,59580,45584,6149,3372,16218,67384,5862,19079,11107,381,107392,15083,21929
2022-06-10,360966,7660,22603,349491,20092,15401,3577,350709,85191,57302,44919,5984,3235,15322,63606,5464,18334,10402,356,100732,14113,20522
2022-06-11,332887,6828,20101,320060,18297,13997,3349,317625,76813,53100,42890,5628,2989,13875,57531,4858,16972,9311,318,90346,12617,18350
2022-06-12,281587,5676,16690,269790,15379,11753,2854,266232,64238,45024,36897,4807,2530,11629,48190,4034,14383,7757,265,75349,10505,15280
2022-06-13,272711,5578,16420,262060,14974,11454,2747,259840,62817,43517,35229,4618,2449,11350,47059,3969,13908,7610,260,73853,10311,14997
2022-06-14,327520,6628,19497,314053,17914,13694,3314,310317,74915,52340,42750,5579,2943,13555,56178,4712,16722,9054,309,87929,12263,17838
2022-06-15,361876,7564,22298,349277,20029,15339,3611,348762,84552,57571,45747,6053,3246,15236,63216,5389,18412,10291,352,99742,13954,20293
2022-06-16,358524,7389,21760,345043,19740,15106,3600,342950,82990,57152,45975,6046,3218,14981,62129,5259,18269,10070,344,97684,13648,19849
2022-06-17,354108,7225,21264,340105,19426,14857,3571,336948,81431,56526,45857,6005,3180,14718,61018,5139,18064,9859,337,95699,13358,19429
2022-06-18,342001,6858,20160,327339,18644,14244,3474,322486,77759,54723,45032,5855,3074,14086,58361,4872,17478,9379,320,91135,12699,18473
2022-06-19,274484,5364,15741,261392,14826,11311,2818,255397,61375,44070,37007,4764,2470,11154,46174,3804,14065,7361,251,71639,9957,14486
2022-06-20,262444,5200,15275,250601,14246,10876,2680,245940,59210,42060,34943,4522,2360,10742,44488,3692,13429,7123,243,69263,9640,14024
2022-06-21,295525,5480,16019,278625,15672,11920,3098,267727,63893,47767,41673,5266,2666,11690,48306,3871,15223,7573,257,73946,10223,14878
2022-06-22,335961,6725,19766,321442,18303,13982,3416,316492,76296,53769,44312,5757,3020,13824,57272,4777,17173,9199,314,89394,12454,18117
2022-06-23,342335,6881,20233,327817,18679,14273,3474,323213,77959,54758,44972,5853,3077,14117,58498,4890,17491,9408,321,91405,12740,18531
2022-06-24,341480,6933,20397,327647,18699,14297,3451,324081,78270,54547,44437,5807,3067,14156,58677,4930,17429,9466,323,91913,12823,18651
2022-06-25,323613,6470,19015,309555,17622,13461,3292,304671,73435,51801,42731,5549,2909,13307,55130,4596,16544,8852,302,86026,11984,17432
2022-06-26,252933,4797,14046,239483,13518,10295,2628,231764,55476,40767,35005,4458,2280,10121,41853,3394,13000,6609,225,64441,8929,12994
2022-06-27,245932,4747,13917,233639,13225,10082,2538,227376,54552,39550,33525,4296,2215,9930,41088,3363,12618,6524,222,63548,8821,12835
2022-06-28,323156,6383,18743,308378,17521,13375,3304,302329,72754,51812,43154,5578,2907,13204,54681,4530,16541,8746,298,85064,11835,17218
2022-06-29,334241,6681,19634,319705,18199,13902,3400,314637,75834,53504,44145,5732,3005,13743,56933,4745,17087,9140,312,88833,12374,18001
2022-06-30,331894,6559,19262,316753,17998,13740,3392,310598,74750,53209,44297,5727,2985,13566,56178,4655,16988,8987,306,87406,12162,17693
2022-07-01,317675,5616,16477,273944,16236,12328,3075,279563,67170,49775,40832,5224,2707,12125,50191,4254,15935,8233,280,80135,11136,16202
2022-07-02,341820,6400,18851,298151,17837,13588,3230,309955,75034,53144,41613,5448,2904,13446,55769,4867,17042,9314,318,90332,12624,18360
2022-07-03,273546,4982,14648,237277,14131,10748,2616,244475,58970,42691,34208,4427,2328,10604,43941,3782,13679,7276,248,70686,9852,14331
2022-07-04,263287,4857,14294,228969,13665,10401,2504,236902,57240,41017,32520,4231,2239,10277,42601,3691,13148,7082,242,68752,9595,13956
2022-07-05,332441,6175,18180,289506,17297,13171,3152,300194,72596,51742,40790,5322,2826,13022,53997,4694,16589,8996,307,87289,12190,17729
2022-07-06,303683,5227,15309,260543,15376,11657,2971,263644,63123,47746,39949,5062,2591,11433,47284,3952,15274,7691,261,74986,10393,15123
2022-07-07,367518,7133,21061,322960,19437,14838,3416,339723,82626,56846,43099,5735,3117,14740,61210,5438,18250,10335,354,100027,14027,20396
2022-07-08,382784,7540,22283,337423,20358,15554,3534,356666,86912,59078,44171,5920,3244,15476,64298,5754,18976,10905,374,105454,14808,21530
2022-07-09,365557,7091,20935,321196,19329,14755,3399,337801,82152,56547,42897,5707,3100,14656,60862,5406,18154,10275,352,99445,13945,20276
2022-07-10,288519,5403,15917,251677,15057,11471,2726,261669,63348,44855,35113,4598,2452,11352,47082,4110,14384,7864,269,76267,10659,15502
2022-07-11,282122,5447,16078,247647,14891,11364,2629,260054,63206,43670,33271,4417,2393,11283,46846,4151,14018,7897,271,76457,10716,15583
2022-07-12,358892,6897,20351,314728,18910,14427,3351,329988,80155,55591,42535,5634,3045,14317,59433,5255,17842,10005,343,96889,13574,19739
2022-07-13,370905,7202,21264,325961,19619,14977,3447,342921,83407,57366,43480,5787,3146,14878,61787,5491,18418,10434,358,100979,14161,20591
2022-07-14,350754,6756,19936,307732,18497,14114,3272,322887,78453,54313,41474,5499,2976,14009,58159,5148,17433,9797,336,94863,13293,19330
2022-07-15,351694,6752,19922,308354,18524,14132,3286,323202,78497,54484,41725,5524,2984,14022,58209,5144,17486,9796,336,94870,13290,19326
2022-07-16,309948,5577,16384,268211,15942,12117,2979,275275,66294,48450,39201,5049,2639,11940,49454,4230,15519,8158,278,79314,11042,16063
2022-07-17,262393,4682,13748,226690,13456,10222,2530,232041,55821,41062,33440,4294,2235,10064,41674,3549,13149,6856,234,66696,9277,13497
2022-07-18,260303,4763,14010,226004,13470,10248,2484,233217,56289,40598,32406,4202,2214,10116,41926,3617,13010,6952,237,67523,9416,13696
2022-07-19,316876,5799,17057,275131,16398,12476,3024,283924,68529,49420,39443,5115,2696,12316,51042,4404,15837,8464,289,82208,11464,16675
2022-07-20,332986,6225,18335,290359,17366,13229,3148,301712,73025,51781,40597,5312,2830,13089,54283,4734,16605,9061,310,87893,12282,17862
2022-07-21,334502,6209,18278,291257,17400,13248,3173,301939,73011,52068,41073,5358,2844,13098,54309,4719,16693,9046,309,87778,12257,17827
2022-07-22,338195,6327,18638,294948,17643,13440,3196,306558,74205,52585,41200,5392,2874,13299,55157,4812,16863,9209,315,89325,12483,18155
2022-07-23,312930,5652,16608,270991,16117,12252,3003,278462,67094,48892,39441,5088,2664,12078,50034,4288,15662,8263,282,80319,11186,16272
2022-07-24,250809,4362,12785,215607,12745,9669,2444,218894,52481,39381,32701,4159,2139,9493,39274,3301,12601,6409,218,62448,8664,12607
2022-07-25,244669,4436,13040,212043,12619,9595,2344,218164,52593,38207,30725,3970,2082,9463,39206,3367,12240,6483,221,62998,8777,12767
2022-07-26,316095,5813,17103,274718,16387,12470,3010,283942,68577,49266,39163,5089,2688,12317,51054,4416,15790,8479,290,82327,11486,16706
2022-07-27,310919,5578,16385,268899,15975,12140,2992,275726,66378,48621,39428,5073,2648,11959,49530,4230,15572,8163,278,79378,11047,16071
2022-07-28,285491,4867,14243,244486,14406,10916,2804,246636,58976,44941,37865,4782,2437,10695,44218,3677,14372,7170,244,69948,9685,14094
2022-07-29,286861,4852,14191,245295,14436,10934,2826,246834,58962,45201,38297,4823,2450,10704,44240,3663,14453,7155,243,69841,9662,14062
2022-07-30,279841,4703,13750,239010,14052,10639,2763,240031,57289,44130,37553,4720,2390,10408,43010,3549,14108,6942,236,67790,9372,13641
2022-07-31,276801,5052,14857,240206,14310,10886,2644,247668,59757,43186,34543,4475,2355,10743,44519,3836,13838,7376,252,71654,9989,14531
2022-08-01,294137,5864,17339,260860,15843,12046,2717,277083,67586,45732,33803,4548,2503,11995,49848,4477,14709,8474,291,81906,11510,16733
2022-08-02,302979,5517,16217,263741,15779,11935,2916,271983,65566,47717,38222,4938,2590,11770,48762,4187,15303,8062,275,78351,10916,15879
2022-08-03,306572,5511,16184,266188,15892,12011,2966,273363,65787,48367,39143,5031,2623,11829,48985,4178,15505,8067,275,78453,10916,15880
2022-08-04,314130,5697,16742,273230,16336,12353,3028,281401,67800,49500,39779,5131,2686,12177,50443,4322,15873,8330,284,80969,11276,16403
2022-08-05,303982,5406,15865,263391,15698,11857,2954,269571,64783,48026,39188,5017,2602,11664,48286,4096,15391,7925,270,77126,10720,15596
2022-08-06,287775,5024,14724,248455,14764,11140,2817,252779,60599,45575,37711,4795,2465,10937,45246,3801,14598,7382,251,71930,9979,14520
2022-08-07,267073,4776,14020,231654,13819,10441,2590,237497,57116,42165,34263,4395,2285,10277,42550,3619,13515,6995,238,68056,9464,13769
2022-08-08,261093,4681,13745,226586,13522,10218,2529,232502,55934,41206,33414,4291,2234,10061,41659,3549,13209,6855,234,66677,9275,13493
2022-08-09,306897,5676,16702,267983,16074,12168,2934,277749,67092,48232,38146,4959,2622,12020,49825,4312,15475,8278,283,80372,11214,16311
2022-08-10,323637,6048,17808,283190,17015,12888,3080,294495,71233,50790,39823,5200,2763,12745,52850,4598,16301,8809,301,85471,11938,17363
2022-08-11,335870,6313,18596,294240,17695,13408,3188,306564,74209,52668,41090,5379,2867,13268,55029,4801,16907,9189,314,89122,12455,18114
2022-08-12,347438,6609,19481,305112,18385,13941,3281,319122,77368,54391,41999,5526,2964,13812,57309,5030,17467,9604,329,93087,13024,18940
2022-08-13,312920,5671,16664,272138,16269,12302,3017,280210,67507,49314,39653,5113,2676,12125,50228,4302,15813,8292,283,80609,11225,16329
2022-08-14,291294,5420,15955,254666,15290,11579,2777,264462,63933,45742,35996,4691,2488,11445,47453,4119,14679,7899,270,76659,10703,15566
2022-08-15,280194,5243,15439,245239,14738,11164,2665,255134,61723,43965,34434,4498,2392,11042,45789,3986,14111,7635,261,74074,10347,15049
2022-08-16,326806,5962,17526,284585,17031,12883,3142,293649,70806,51457,41157,5321,2794,12707,52650,4525,16503,8710,297,84637,11794,17155
2022-08-17,331801,6122,18011,289590,17363,13142,3175,299911,72423,52163,41337,5369,2835,12979,53796,4650,16735,8931,305,86725,12098,17597
2022-08-18,323522,6046,17801,283087,17008,12883,3079,294385,71206,50773,39810,5198,2762,12740,52831,4596,16296,8806,301,85438,11933,17356
2022-08-19,372390,7548,22339,331427,20185,15362,3413,353958,86520,57756,41995,5698,3166,15324,63718,5769,18586,10885,374,105113,14793,21505
2022-08-20,318636,5949,17516,278763,16746,12684,3034,289806,70091,50012,39242,5122,2721,12542,52007,4523,16051,8666,296,84088,11744,17080
2022-08-21,288733,5470,16120,253348,15256,11565,2731,264629,64122,45227,35048,4603,2463,11453,47515,4162,14522,7953,272,77102,10783,15682
2022-08-22,277787,5305,15642,244147,14721,11165,2618,255689,62021,43462,33442,4408,2369,11067,45924,4039,13959,7706,264,74669,10451,15198
2022-08-23,330125,6110,17977,288300,17294,13092,3155,298863,72198,51878,41010,5333,2820,12934,53614,4642,16646,8909,304,86497,12070,17555
2022-08-24,337291,6230,18329,294442,17657,13365,3226,305037,73670,53019,41980,5455,2881,13201,54718,4732,17011,9087,310,88233,12310,17905
2022-08-25,333432,6123,18008,290737,17418,13180,3197,300636,72553,52453,41730,5409,2849,13010,53916,4649,16826,8938,305,86816,12105,17608
2022-08-26,335385,6226,18324,293073,17589,13318,3201,304112,73495,52683,41540,5409,2864,13161,54562,4731,16905,9076,310,88093,12296,17884
2022-08-27,318403,5805,17064,277232,16589,12548,3062,286003,68956,50138,40123,5186,2722,12376,51278,4406,16080,8482,289,82418,11484,16705
2022-08-28,285740,5407,15934,250665,15091,11440,2704,261732,63411,44765,34723,4558,2438,11328,46993,4114,14373,7863,269,76234,10660,15503
2022-08-29,277516,5338,15746,244269,14746,11189,2607,256416,62255,43376,33162,4385,2366,11098,46067,4066,13934,7747,265,75033,10509,15281
